index,reference_complete,direction,stage,reference_recovery,top1_correct,search_incomplete,capped,search_seconds,evaluation_seconds,cpu_seconds,peak_rss_mb,old_reference_recovery,old_top1_correct,recovery_change,archive,evaluation
746,True,R_to_P,complete,recovered,False,False,True,42.1544850000646,4.68203840800561,40.726357,899.20703125,recovered,False,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/746/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/746/evaluation.json
747,True,R_to_P,complete,recovered,True,False,True,37.9093341040425,3.9718308891169727,36.455828,892.671875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/747/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/747/evaluation.json
748,True,R_to_P,complete,recovered,True,False,True,2.586080387234688,0.2053760141134262,3.157464,149.76953125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/748/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/748/evaluation.json
749,True,R_to_P,complete,recovered,False,False,False,2.2287418665364385,0.2183190956711769,2.820752,145.75390625,not_recovered,False,gained,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/749/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/749/evaluation.json
750,True,P_to_R,complete,recovered,True,False,True,42.07339213974774,4.276269199326634,40.109938,874.953125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/750/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/750/evaluation.json
751,True,R_to_P,complete,recovered,True,False,True,4.962374399416149,0.5571947665885091,5.441249,202.48828125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/751/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/751/evaluation.json
752,True,R_to_P,complete,recovered,True,False,False,0.9558959472924471,0.08524218387901783,1.825356,130.25390625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/752/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/752/evaluation.json
753,True,P_to_R,complete,recovered,True,False,True,22.77140444610268,2.7375153498724103,22.378658,551.8984375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/753/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/753/evaluation.json
754,True,R_to_P,complete,recovered,True,False,False,1.2968038069084287,0.10219625104218721,2.016363,133.5625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/754/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/754/evaluation.json
755,True,P_to_R,complete,recovered,True,False,False,1.0728999944403768,0.09175695572048426,1.76748,126.55859375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/755/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/755/evaluation.json
756,True,R_to_P,complete,recovered,True,False,True,20.662076209671795,2.599524537101388,20.331090999999997,492.4140625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/756/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/756/evaluation.json
757,True,R_to_P,complete,recovered,True,False,True,261.9606716330163,21.765187790151685,250.789102,5385.1875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/757/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/757/evaluation.json
758,True,R_to_P,complete,recovered,True,False,True,1.4098949893377721,0.10993044916540384,2.074191,132.5625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/758/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/758/evaluation.json
759,True,R_to_P,complete,recovered,True,False,True,10.036302869208157,1.120348397642374,9.785883,290.74609375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/759/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/759/evaluation.json
760,True,R_to_P,complete,recovered,True,False,True,18.99945902498439,2.0404652459546924,18.256197999999998,393.51953125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/760/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/760/evaluation.json
761,True,R_to_P,complete,recovered,True,False,True,3.9377840189263225,0.31011744774878025,4.252099,176.0546875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/761/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/761/evaluation.json
762,True,R_to_P,complete,recovered,True,False,True,12.610316053964198,1.9075315902009606,12.057635,346.4765625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/762/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/762/evaluation.json
763,True,R_to_P,complete,recovered,True,False,True,6.1236174907535315,0.8020120952278376,6.538460000000001,220.26953125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/763/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/763/evaluation.json
764,True,R_to_P,complete,recovered,True,False,True,23.84276891220361,2.9026160165667534,23.76726,610.30078125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/764/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/764/evaluation.json
765,True,R_to_P,complete,recovered,True,False,True,27.21655524522066,2.151159471832216,27.151086,656.37109375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/765/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/765/evaluation.json
766,True,R_to_P,complete,recovered,True,False,True,71.86708264099434,6.160735311917961,69.547467,1658.421875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/766/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/766/evaluation.json
767,True,R_to_P,complete,recovered,False,False,True,2.715000446885824,0.3581034131348133,3.655596,165.41796875,recovered,False,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/767/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/767/evaluation.json
768,True,R_to_P,complete,recovered,True,False,True,277.7333516487852,35.62821619398892,270.568857,4544.91796875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/768/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/768/evaluation.json
769,True,R_to_P,complete,recovered,True,False,False,3.6546012121252716,0.24413848598487675,4.241938,158.89453125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/769/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/769/evaluation.json
770,True,P_to_R,complete,recovered,True,False,True,3.519889947026968,0.8201328231953084,4.165925,183.7109375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/770/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/770/evaluation.json
771,True,P_to_R,complete,recovered,True,False,True,45.45710770203732,4.272187730995938,44.570943,1013.0546875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/771/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/771/evaluation.json
772,True,R_to_P,complete,recovered,True,False,True,64.40711349621415,7.529447020962834,62.077259,1261.265625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/772/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/772/evaluation.json
773,True,R_to_P,complete,recovered,False,False,True,17.77326698601246,2.312045088969171,17.377854,421.71875,recovered,False,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/773/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/773/evaluation.json
774,True,R_to_P,complete,recovered,True,False,True,4.583778210915625,0.44077852088958025,5.118077,186.19921875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/774/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/774/evaluation.json
775,True,P_to_R,complete,not_recovered,False,False,True,30.643800599034876,6.64114520419389,29.892656000000002,644.12890625,recovered,False,lost,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/775/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/775/evaluation.json
776,True,R_to_P,complete,recovered,True,False,True,3.905575682874769,0.3538735159672797,4.429893,179.84375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/776/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/776/evaluation.json
777,True,R_to_P,complete,recovered,True,False,True,25.590312688611448,2.195600688457489,25.091517999999997,590.24609375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/777/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/777/evaluation.json
778,True,R_to_P,complete,recovered,True,False,False,1.1722278986126184,0.0936482660472393,2.111673,128.90625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/778/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/778/evaluation.json
779,True,R_to_P,complete,recovered,True,False,True,4.491396090947092,0.4893388079944998,5.165885,193.609375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/779/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/779/evaluation.json
780,True,P_to_R,complete,not_recovered,False,False,True,110.30520781711675,19.736653075087816,105.913758,2098.26953125,recovered,True,lost,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/780/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/780/evaluation.json
781,True,R_to_P,complete,recovered,True,False,False,0.5634749429300427,0.05892836209386587,1.4527839999999999,124.625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/781/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/781/evaluation.json
782,True,R_to_P,complete,recovered,True,False,True,5.768892348743975,0.5022394806146622,6.476877,192.3671875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/782/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/782/evaluation.json
783,True,R_to_P,complete,recovered,True,False,True,15.977408166974783,2.0192245533689857,15.946619,384.66015625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/783/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/783/evaluation.json
784,True,R_to_P,complete,recovered,True,False,True,85.84479626175016,9.886498953215778,83.443165,1788.7890625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/784/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/784/evaluation.json
785,True,R_to_P,complete,recovered,True,False,False,2.0777741079218686,0.15729237883351743,2.701906,139.5,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/785/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/785/evaluation.json
786,True,R_to_P,complete,recovered,True,False,False,0.7853771140798926,0.052648783661425114,1.637751,124.78125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/786/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/786/evaluation.json
787,True,R_to_P,complete,recovered,True,False,False,0.6393062397837639,0.03386420290917158,1.4905819999999999,121.89453125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/787/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/787/evaluation.json
788,True,R_to_P,complete,recovered,True,False,False,2.298672545235604,0.16890403674915433,2.9055280000000003,141.05859375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/788/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/788/evaluation.json
789,True,R_to_P,complete,recovered,True,False,True,69.79469691496342,6.952753864694387,67.82212200000001,1392.4609375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/789/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/789/evaluation.json
790,True,P_to_R,complete,recovered,True,False,True,56.89187421835959,6.1962502412498,56.065622000000005,1204.0234375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/790/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/790/evaluation.json
791,True,R_to_P,complete,recovered,True,False,True,2.5230172611773014,0.2713166568428278,3.672159,149.2421875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/791/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/791/evaluation.json
792,True,R_to_P,complete,recovered,True,False,True,10.941284680739045,1.090789888985455,11.529619,317.734375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/792/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/792/evaluation.json
793,True,R_to_P,complete,recovered,True,False,True,30.45255253929645,4.246406990103424,30.408164,707.4453125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/793/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/793/evaluation.json
794,True,R_to_P,complete,recovered,True,False,False,2.5894805872812867,0.34008639212697744,3.469338,153.40625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/794/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/794/evaluation.json
795,True,R_to_P,complete,recovered,True,False,False,0.6218680096790195,0.05322666186839342,1.706072,126.48828125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/795/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/795/evaluation.json
796,True,R_to_P,complete,recovered,True,False,True,29.951481964904815,3.225316337775439,29.673502,706.49609375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/796/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/796/evaluation.json
797,True,P_to_R,complete,recovered,True,False,True,10.617780760396272,1.2805296750739217,11.101434000000001,329.0,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/797/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/797/evaluation.json
798,True,R_to_P,complete,recovered,True,False,False,0.8074670429341495,0.07386144017800689,1.834843,128.4140625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/798/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/798/evaluation.json
799,True,R_to_P,complete,recovered,False,False,True,3.065194121096283,0.29397832974791527,4.062336,179.375,recovered,False,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/799/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/799/evaluation.json
800,True,R_to_P,complete,recovered,True,False,False,4.184102117083967,0.36010145698674023,4.836988,167.6328125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/800/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/800/evaluation.json
801,True,R_to_P,complete,recovered,True,False,True,5.040265775052831,0.8525045870337635,5.558249,200.546875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/801/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/801/evaluation.json
802,True,R_to_P,complete,recovered,True,False,True,43.77084796410054,4.9460331548471,43.059002,914.375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/802/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/802/evaluation.json
803,True,R_to_P,complete,recovered,True,False,False,2.137346097268164,0.21766697987914085,2.967067,150.65234375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/803/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/803/evaluation.json
804,True,R_to_P,complete,recovered,True,False,True,2.757386714220047,0.30734501499682665,3.6747789999999996,154.40234375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/804/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/804/evaluation.json
805,True,R_to_P,complete,recovered,True,False,True,3.852948640473187,0.5820460394024849,4.8349150000000005,190.64453125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/805/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/805/evaluation.json
806,True,R_to_P,complete,recovered,False,False,True,42.58522611670196,4.048163113184273,41.673632,871.75390625,recovered,False,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/806/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/806/evaluation.json
807,True,R_to_P,complete,recovered,True,False,True,33.27870454196818,2.757855670992285,33.1511,801.28125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/807/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/807/evaluation.json
808,True,R_to_P,complete,recovered,True,False,True,33.76982601196505,4.147768299095333,33.482715,717.09765625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/808/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/808/evaluation.json
809,True,R_to_P,complete,recovered,True,False,True,11.681924416683614,0.9560005189850926,12.252046,318.3125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/809/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/809/evaluation.json
810,True,R_to_P,complete,recovered,True,False,True,1.5582918310537934,0.1575479842722416,2.560564,139.78125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/810/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/810/evaluation.json
811,True,R_to_P,complete,recovered,True,False,True,9.073824242688715,1.1852689757943153,9.687024,279.078125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/811/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/811/evaluation.json
812,True,R_to_P,complete,recovered,True,False,True,4.916441627778113,0.6393994763493538,6.044238,211.45703125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/812/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/812/evaluation.json
813,True,R_to_P,complete,recovered,True,False,True,31.510198602452874,3.334034539759159,31.20629,706.41015625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/813/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/813/evaluation.json
814,True,R_to_P,complete,recovered,True,False,True,27.591084516141564,4.008997605647892,27.81796,630.6171875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/814/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/814/evaluation.json
815,True,R_to_P,complete,recovered,False,False,True,59.31164832506329,6.1312871323898435,58.344227,1259.83984375,recovered,False,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/815/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/815/evaluation.json
816,True,R_to_P,complete,recovered,True,False,True,101.23972930479795,11.73460239265114,98.38036199999999,2025.26953125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/816/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/816/evaluation.json
817,True,R_to_P,complete,recovered,True,False,True,3.6831083996221423,0.11656307894736528,4.527607000000001,135.2578125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/817/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/817/evaluation.json
818,True,P_to_R,complete,recovered,True,False,True,275.53070091828704,23.60270994901657,258.086979,4910.578125,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/818/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/818/evaluation.json
819,True,R_to_P,complete,recovered,True,False,True,28.70608200505376,2.14288891479373,29.061954,620.40234375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/819/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/819/evaluation.json
820,True,P_to_R,complete,recovered,True,False,True,49.53671075310558,7.934960477985442,49.140565,1019.99609375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/820/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/820/evaluation.json
821,True,R_to_P,complete,recovered,True,False,False,1.2438032133504748,0.1268914407119155,2.225113,127.046875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/821/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/821/evaluation.json
822,True,R_to_P,complete,recovered,True,False,True,100.22854239586741,10.414135618135333,98.22427800000001,1880.1484375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/822/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/822/evaluation.json
823,True,R_to_P,complete,recovered,False,False,True,35.742867598775774,4.186389514245093,35.249461,745.7109375,recovered,False,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/823/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/823/evaluation.json
824,True,R_to_P,complete,recovered,,True,,,1.6834431739989668,,,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/824/cuts,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/824/evaluation.json
825,True,P_to_R,complete,recovered,,True,,,4.861500075086951,,,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/825/cuts,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/825/evaluation.json
826,True,P_to_R,complete,recovered,True,False,True,16.5508039239794,3.1136414180509746,16.644445,437.88671875,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/826/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/826/evaluation.json
827,True,R_to_P,complete,recovered,True,False,True,88.38567488268018,13.179090636782348,85.762761,1717.90625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/827/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/827/evaluation.json
828,True,R_to_P,complete,recovered,True,False,True,14.896761099807918,1.9273089887574315,15.417611,377.56640625,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/828/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/828/evaluation.json
829,True,R_to_P,complete,recovered,False,False,True,98.22457455378026,12.527136497199535,95.19416100000001,1986.86328125,recovered,False,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/829/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/829/evaluation.json
830,True,R_to_P,complete,recovered,True,False,True,264.88235304597765,20.135910276789218,259.074739,5071.05859375,recovered,True,,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/830/cuts/aam.pkl.gz,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_policy_full_20260907/830/evaluation.json
